"Hex","Dec","InvDec","Symbol","Description"
"C002003B","-1073610693","3221356603","RPC_NT_NOT_ALL_OBJS_UNEXPORTED","There is nothing to unexport."
"C002003C","-1073610692","3221356604","RPC_NT_INTERFACE_NOT_FOUND","The interface was not found."
"C002003D","-1073610691","3221356605","RPC_NT_ENTRY_ALREADY_EXISTS","The entry already exists."
"C002003E","-1073610690","3221356606","RPC_NT_ENTRY_NOT_FOUND","The entry was not found."
"C002003F","-1073610689","3221356607","RPC_NT_NAME_SERVICE_UNAVAILABLE","The name service is unavailable."
"C0020040","-1073610688","3221356608","RPC_NT_INVALID_NAF_ID","The network address family is invalid."
"C0020041","-1073610687","3221356609","RPC_NT_CANNOT_SUPPORT","The requested operation is not supported."
"C0020042","-1073610686","3221356610","RPC_NT_NO_CONTEXT_AVAILABLE","No security context is available to allow impersonation."
"C0020043","-1073610685","3221356611","RPC_NT_INTERNAL_ERROR","An internal error occurred in the RPC."
"C0020044","-1073610684","3221356612","RPC_NT_ZERO_DIVIDE","The RPC server attempted to divide an integer by zero."
"C0020045","-1073610683","3221356613","RPC_NT_ADDRESS_ERROR","An addressing error occurred in the RPC server."
"C0020046","-1073610682","3221356614","RPC_NT_FP_DIV_ZERO","A floating point operation at the RPC server caused a divide by zero."
"C0020047","-1073610681","3221356615","RPC_NT_FP_UNDERFLOW","A floating point underflow occurred at the RPC server."
"C0020048","-1073610680","3221356616","RPC_NT_FP_OVERFLOW","A floating point overflow occurred at the RPC server."
"C0020049","-1073610679","3221356617","RPC_NT_CALL_IN_PROGRESS","An RPC is already in progress for this thread."
"C002004A","-1073610678","3221356618","RPC_NT_NO_MORE_BINDINGS","There are no more bindings."
"C002004B","-1073610677","3221356619","RPC_NT_GROUP_MEMBER_NOT_FOUND","The group member was not found."
"C002004C","-1073610676","3221356620","EPT_NT_CANT_CREATE","The endpoint mapper database entry could not be created."
"C002004D","-1073610675","3221356621","RPC_NT_INVALID_OBJECT","The object UUID is the nil UUID."
"C002004F","-1073610673","3221356623","RPC_NT_NO_INTERFACES","No interfaces have been registered."
"C0020050","-1073610672","3221356624","RPC_NT_CALL_CANCELLED","The RPC was canceled."
"C0020051","-1073610671","3221356625","RPC_NT_BINDING_INCOMPLETE","The binding handle does not contain all the required information."
"C0020052","-1073610670","3221356626","RPC_NT_COMM_FAILURE","A communications failure occurred during an RPC."
"C0020053","-1073610669","3221356627","RPC_NT_UNSUPPORTED_AUTHN_LEVEL","The requested authentication level is not supported."
"C0020054","-1073610668","3221356628","RPC_NT_NO_PRINC_NAME","No principal name was registered."
"C0020055","-1073610667","3221356629","RPC_NT_NOT_RPC_ERROR","The error specified is not a valid Windows RPC error code."
"C0020057","-1073610665","3221356631","RPC_NT_SEC_PKG_ERROR","A security package-specific error occurred."
"C0020058","-1073610664","3221356632","RPC_NT_NOT_CANCELLED","The thread was not canceled."
"C0020062","-1073610654","3221356642","RPC_NT_INVALID_ASYNC_HANDLE","Invalid asynchronous RPC handle."
"C0020063","-1073610653","3221356643","RPC_NT_INVALID_ASYNC_CALL","Invalid asynchronous RPC call handle for this operation."
"C0020064","-1073610652","3221356644","RPC_NT_PROXY_ACCESS_DENIED","Access to the HTTP proxy is denied."
"C0030001","-1073545215","3221422081","RPC_NT_NO_MORE_ENTRIES","The list of RPC servers available for auto-handle binding has been exhausted."
"C0030002","-1073545214","3221422082","RPC_NT_SS_CHAR_TRANS_OPEN_FAIL","The file designated by DCERPCCHARTRANS cannot be opened."
"C0030003","-1073545213","3221422083","RPC_NT_SS_CHAR_TRANS_SHORT_FILE","The file containing the character translation table has fewer than 512 bytes."
"C0030004","-1073545212","3221422084","RPC_NT_SS_IN_NULL_CONTEXT","A null context handle is passed as an [in] parameter."
"C0030005","-1073545211","3221422085","RPC_NT_SS_CONTEXT_MISMATCH","The context handle does not match any known context handles."
"C0030006","-1073545210","3221422086","RPC_NT_SS_CONTEXT_DAMAGED","The context handle changed during a call."
"C0030007","-1073545209","3221422087","RPC_NT_SS_HANDLES_MISMATCH","The binding handles passed to an RPC do not match."
"C0030008","-1073545208","3221422088","RPC_NT_SS_CANNOT_GET_CALL_HANDLE","The stub is unable to get the call handle."
"C0030009","-1073545207","3221422089","RPC_NT_NULL_REF_POINTER","A null reference pointer was passed to the stub."
"C003000A","-1073545206","3221422090","RPC_NT_ENUM_VALUE_OUT_OF_RANGE","The enumeration value is out of range."
"C003000B","-1073545205","3221422091","RPC_NT_BYTE_COUNT_TOO_SMALL","The byte count is too small."
"C003000C","-1073545204","3221422092","RPC_NT_BAD_STUB_DATA","The stub received bad data."
"C0030059","-1073545127","3221422169","RPC_NT_INVALID_ES_ACTION","Invalid operation on the encoding/decoding handle."
"C003005A","-1073545126","3221422170","RPC_NT_WRONG_ES_VERSION","Incompatible version of the serializing package."
"C003005B","-1073545125","3221422171","RPC_NT_WRONG_STUB_VERSION","Incompatible version of the RPC stub."
"C003005C","-1073545124","3221422172","RPC_NT_INVALID_PIPE_OBJECT","The RPC pipe object is invalid or corrupt."
"C003005D","-1073545123","3221422173","RPC_NT_INVALID_PIPE_OPERATION","An invalid operation was attempted on an RPC pipe object."
"C003005E","-1073545122","3221422174","RPC_NT_WRONG_PIPE_VERSION","Unsupported RPC pipe version."
"C003005F","-1073545121","3221422175","RPC_NT_PIPE_CLOSED","The RPC pipe object has already been closed."
"C0030060","-1073545120","3221422176","RPC_NT_PIPE_DISCIPLINE_ERROR","The RPC call completed before all pipes were processed."
"C0030061","-1073545119","3221422177","RPC_NT_PIPE_EMPTY","No more data is available from the RPC pipe."
"C0040035","-1073479627","3221487669","STATUS_PNP_BAD_MPS_TABLE","A device is missing in the system BIOS MPS table. This device will not be used. Contact your system vendor for a system BIOS update."
"C0040036","-1073479626","3221487670","STATUS_PNP_TRANSLATION_FAILED","A translator failed to translate resources."
"C0040037","-1073479625","3221487671","STATUS_PNP_IRQ_TRANSLATION_FAILED","An IRQ translator failed to translate resources."
"C0040038","-1073479624","3221487672","STATUS_PNP_INVALID_ID","Driver %2 returned an invalid ID for a child device (%3)."
"C0040039","-1073479623","3221487673","STATUS_IO_REISSUE_AS_CACHED","Reissue the given operation as a cached I/O operation."
"C00A0001","-1073086463","3221880833","STATUS_CTX_WINSTATION_NAME_INVALID","Session name %1 is invalid."
"C00A0002","-1073086462","3221880834","STATUS_CTX_INVALID_PD","The protocol driver %1 is invalid."
"C00A0003","-1073086461","3221880835","STATUS_CTX_PD_NOT_FOUND","The protocol driver %1 was not found in the system path."
"C00A0006","-1073086458","3221880838","STATUS_CTX_CLOSE_PENDING","A close operation is pending on the terminal connection."
"C00A0007","-1073086457","3221880839","STATUS_CTX_NO_OUTBUF","No free output buffers are available."
"C00A0008","-1073086456","3221880840","STATUS_CTX_MODEM_INF_NOT_FOUND","The MODEM.INF file was not found."
"C00A0009","-1073086455","3221880841","STATUS_CTX_INVALID_MODEMNAME","The modem (%1) was not found in the MODEM.INF file."
"C00A000A","-1073086454","3221880842","STATUS_CTX_RESPONSE_ERROR","The modem did not accept the command sent to it. Verify that the configured modem name matches the attached modem."
"C00A000B","-1073086453","3221880843","STATUS_CTX_MODEM_RESPONSE_TIMEOUT","The modem did not respond to the command sent to it. Verify that the modem cable is properly attached and the modem is turned on."
"C00A000C","-1073086452","3221880844","STATUS_CTX_MODEM_RESPONSE_NO_CARRIER","Carrier detection has failed or the carrier has been dropped due to disconnection."
"C00A000D","-1073086451","3221880845","STATUS_CTX_MODEM_RESPONSE_NO_DIALTONE","A dial tone was not detected within the required time. Verify that the phone cable is properly attached and functional."
"C00A000E","-1073086450","3221880846","STATUS_CTX_MODEM_RESPONSE_BUSY","A busy signal was detected at a remote site on callback."
"C00A000F","-1073086449","3221880847","STATUS_CTX_MODEM_RESPONSE_VOICE","A voice was detected at a remote site on callback."
"C00A0010","-1073086448","3221880848","STATUS_CTX_TD_ERROR","Transport driver error."
"C00A0012","-1073086446","3221880850","STATUS_CTX_LICENSE_CLIENT_INVALID","The client you are using is not licensed to use this system. Your logon request is denied."
"C00A0013","-1073086445","3221880851","STATUS_CTX_LICENSE_NOT_AVAILABLE","The system has reached its licensed logon limit. Try again later."
"C00A0014","-1073086444","3221880852","STATUS_CTX_LICENSE_EXPIRED","The system license has expired. Your logon request is denied."
"C00A0015","-1073086443","3221880853","STATUS_CTX_WINSTATION_NOT_FOUND","The specified session cannot be found."
"C00A0016","-1073086442","3221880854","STATUS_CTX_WINSTATION_NAME_COLLISION","The specified session name is already in use."
"C00A0017","-1073086441","3221880855","STATUS_CTX_WINSTATION_BUSY","The requested operation cannot be completed because the terminal connection is currently processing a connect, disconnect, reset, or delete operation."
"C00A0018","-1073086440","3221880856","STATUS_CTX_BAD_VIDEO_MODE","An attempt has been made to connect to a session whose video mode is not supported by the current client."
"C00A0022","-1073086430","3221880866","STATUS_CTX_GRAPHICS_INVALID","The application attempted to enable DOS graphics mode. DOS graphics mode is not supported."
"C00A0024","-1073086428","3221880868","STATUS_CTX_NOT_CONSOLE","The requested operation can be performed only on the system console. This is most often the result of a driver or system DLL requiring direct console access."
"C00A0026","-1073086426","3221880870","STATUS_CTX_CLIENT_QUERY_TIMEOUT","The client failed to respond to the server connect message."
"C00A0027","-1073086425","3221880871","STATUS_CTX_CONSOLE_DISCONNECT","Disconnecting the console session is not supported."
"C00A0028","-1073086424","3221880872","STATUS_CTX_CONSOLE_CONNECT","Reconnecting a disconnected session to the console is not supported."
"C00A002A","-1073086422","3221880874","STATUS_CTX_SHADOW_DENIED","The request to control another session remotely was denied."
"C00A002B","-1073086421","3221880875","STATUS_CTX_WINSTATION_ACCESS_DENIED","A process has requested access to a session, but has not been granted those access rights."
"C00A002E","-1073086418","3221880878","STATUS_CTX_INVALID_WD","The terminal connection driver %1 is invalid."
"C00A002F","-1073086417","3221880879","STATUS_CTX_WD_NOT_FOUND","The terminal connection driver %1 was not found in the system path."
"C00A0030","-1073086416","3221880880","STATUS_CTX_SHADOW_INVALID","The requested session cannot be controlled remotely. You cannot control your own session, a session that is trying to control your session, a session that has no user logged on, or other sessions from the console."
"C00A0031","-1073086415","3221880881","STATUS_CTX_SHADOW_DISABLED","The requested session is not configured to allow remote control."
"C00A0032","-1073086414","3221880882","STATUS_RDP_PROTOCOL_ERROR","The RDP protocol component %2 detected an error in the protocol stream and has disconnected the client."
"C00A0033","-1073086413","3221880883","STATUS_CTX_CLIENT_LICENSE_NOT_SET","Your request to connect to this terminal server has been rejected. Your terminal server client license number has not been entered for this copy of the terminal client. Contact your system administrator for help in entering a valid, unique license number for this terminal server client. Click OK to continue."
"C00A0034","-1073086412","3221880884","STATUS_CTX_CLIENT_LICENSE_IN_USE","Your request to connect to this terminal server has been rejected. Your terminal server client license number is currently being used by another user. Contact your system administrator to obtain a new copy of the terminal server client with a valid, unique license number. Click OK to continue."
"C00A0035","-1073086411","3221880885","STATUS_CTX_SHADOW_ENDED_BY_MODE_CHANGE","The remote control of the console was terminated because the display mode was changed. Changing the display mode in a remote control session is not supported."
"C00A0036","-1073086410","3221880886","STATUS_CTX_SHADOW_NOT_RUNNING","Remote control could not be terminated because the specified session is not currently being remotely controlled."
"C00A0037","-1073086409","3221880887","STATUS_CTX_LOGON_DISABLED","Your interactive logon privilege has been disabled. Contact your system administrator."
"C00A0038","-1073086408","3221880888","STATUS_CTX_SECURITY_LAYER_ERROR","The terminal server security layer detected an error in the protocol stream and has disconnected the client."
"C00A0039","-1073086407","3221880889","STATUS_TS_INCOMPATIBLE_SESSIONS","The target session is incompatible with the current session."
"C00B0001","-1073020927","3221946369","STATUS_MUI_FILE_NOT_FOUND","The resource loader failed to find an MUI file."
"C00B0002","-1073020926","3221946370","STATUS_MUI_INVALID_FILE","The resource loader failed to load an MUI file because the file failed to pass validation."
"C00B0003","-1073020925","3221946371","STATUS_MUI_INVALID_RC_CONFIG","The RC manifest is corrupted with garbage data, is an unsupported version, or is missing a required item."
"C00B0004","-1073020924","3221946372","STATUS_MUI_INVALID_LOCALE_NAME","The RC manifest has an invalid culture name."
"C00B0005","-1073020923","3221946373","STATUS_MUI_INVALID_ULTIMATEFALLBACK_NAME","The RC manifest has and invalid ultimate fallback name."
"C00B0006","-1073020922","3221946374","STATUS_MUI_FILE_NOT_LOADED","The resource loader cache does not have a loaded MUI entry."
"C00B0007","-1073020921","3221946375","STATUS_RESOURCE_ENUM_USER_STOP","The user stopped resource enumeration."
"C0130001","-1072496639","3222470657","STATUS_CLUSTER_INVALID_NODE","The cluster node is not valid."
"C0130002","-1072496638","3222470658","STATUS_CLUSTER_NODE_EXISTS","The cluster node already exists."
"C0130003","-1072496637","3222470659","STATUS_CLUSTER_JOIN_IN_PROGRESS","A node is in the process of joining the cluster."
"C0130004","-1072496636","3222470660","STATUS_CLUSTER_NODE_NOT_FOUND","The cluster node was not found."
"C0130005","-1072496635","3222470661","STATUS_CLUSTER_LOCAL_NODE_NOT_FOUND","The cluster local node information was not found."
"C0130006","-1072496634","3222470662","STATUS_CLUSTER_NETWORK_EXISTS","The cluster network already exists."
"C0130007","-1072496633","3222470663","STATUS_CLUSTER_NETWORK_NOT_FOUND","The cluster network was not found."
"C0130008","-1072496632","3222470664","STATUS_CLUSTER_NETINTERFACE_EXISTS","The cluster network interface already exists."
"C0130009","-1072496631","3222470665","STATUS_CLUSTER_NETINTERFACE_NOT_FOUND","The cluster network interface was not found."
"C013000A","-1072496630","3222470666","STATUS_CLUSTER_INVALID_REQUEST","The cluster request is not valid for this object."
"C013000B","-1072496629","3222470667","STATUS_CLUSTER_INVALID_NETWORK_PROVIDER","The cluster network provider is not valid."
"C013000C","-1072496628","3222470668","STATUS_CLUSTER_NODE_DOWN","The cluster node is down."
"C013000D","-1072496627","3222470669","STATUS_CLUSTER_NODE_UNREACHABLE","The cluster node is not reachable."
"C013000E","-1072496626","3222470670","STATUS_CLUSTER_NODE_NOT_MEMBER","The cluster node is not a member of the cluster."
"C013000F","-1072496625","3222470671","STATUS_CLUSTER_JOIN_NOT_IN_PROGRESS","A cluster join operation is not in progress."
"C0130010","-1072496624","3222470672","STATUS_CLUSTER_INVALID_NETWORK","The cluster network is not valid."
"C0130011","-1072496623","3222470673","STATUS_CLUSTER_NO_NET_ADAPTERS","No network adapters are available."
"C0130012","-1072496622","3222470674","STATUS_CLUSTER_NODE_UP","The cluster node is up."
"C0130013","-1072496621","3222470675","STATUS_CLUSTER_NODE_PAUSED","The cluster node is paused."
"C0130014","-1072496620","3222470676","STATUS_CLUSTER_NODE_NOT_PAUSED","The cluster node is not paused."
"C0130015","-1072496619","3222470677","STATUS_CLUSTER_NO_SECURITY_CONTEXT","No cluster security context is available."
"C0130016","-1072496618","3222470678","STATUS_CLUSTER_NETWORK_NOT_INTERNAL","The cluster network is not configured for internal cluster communication."
"C0130017","-1072496617","3222470679","STATUS_CLUSTER_POISONED","The cluster node has been poisoned."
"C0140001","-1072431103","3222536193","STATUS_ACPI_INVALID_OPCODE","An attempt was made to run an invalid AML opcode."
"C0140002","-1072431102","3222536194","STATUS_ACPI_STACK_OVERFLOW","The AML interpreter stack has overflowed."
"C0140003","-1072431101","3222536195","STATUS_ACPI_ASSERT_FAILED","An inconsistent state has occurred."
"C0140004","-1072431100","3222536196","STATUS_ACPI_INVALID_INDEX","An attempt was made to access an array outside its bounds."
"C0140005","-1072431099","3222536197","STATUS_ACPI_INVALID_ARGUMENT","A required argument was not specified."
"C0140006","-1072431098","3222536198","STATUS_ACPI_FATAL","A fatal error has occurred."
"C0140007","-1072431097","3222536199","STATUS_ACPI_INVALID_SUPERNAME","An invalid SuperName was specified."
"C0140008","-1072431096","3222536200","STATUS_ACPI_INVALID_ARGTYPE","An argument with an incorrect type was specified."
"C0140009","-1072431095","3222536201","STATUS_ACPI_INVALID_OBJTYPE","An object with an incorrect type was specified."
"C014000A","-1072431094","3222536202","STATUS_ACPI_INVALID_TARGETTYPE","A target with an incorrect type was specified."
"C014000B","-1072431093","3222536203","STATUS_ACPI_INCORRECT_ARGUMENT_COUNT","An incorrect number of arguments was specified."
"C014000C","-1072431092","3222536204","STATUS_ACPI_ADDRESS_NOT_MAPPED","An address failed to translate."
"C014000D","-1072431091","3222536205","STATUS_ACPI_INVALID_EVENTTYPE","An incorrect event type was specified."
"C014000E","-1072431090","3222536206","STATUS_ACPI_HANDLER_COLLISION","A handler for the target already exists."
"C014000F","-1072431089","3222536207","STATUS_ACPI_INVALID_DATA","Invalid data for the target was specified."
"C0140010","-1072431088","3222536208","STATUS_ACPI_INVALID_REGION","An invalid region for the target was specified."
"C0140011","-1072431087","3222536209","STATUS_ACPI_INVALID_ACCESS_SIZE","An attempt was made to access a field outside the defined range."
"C0140012","-1072431086","3222536210","STATUS_ACPI_ACQUIRE_GLOBAL_LOCK","The global system lock could not be acquired."
"C0140013","-1072431085","3222536211","STATUS_ACPI_ALREADY_INITIALIZED","An attempt was made to reinitialize the ACPI subsystem."
"C0140014","-1072431084","3222536212","STATUS_ACPI_NOT_INITIALIZED","The ACPI subsystem has not been initialized."
"C0140015","-1072431083","3222536213","STATUS_ACPI_INVALID_MUTEX_LEVEL","An incorrect mutex was specified."
"C0140016","-1072431082","3222536214","STATUS_ACPI_MUTEX_NOT_OWNED","The mutex is not currently owned."
"C0140017","-1072431081","3222536215","STATUS_ACPI_MUTEX_NOT_OWNER","An attempt was made to access the mutex by a process that was not the owner."
"C0140018","-1072431080","3222536216","STATUS_ACPI_RS_ACCESS","An error occurred during an access to region space."
"C0140019","-1072431079","3222536217","STATUS_ACPI_INVALID_TABLE","An attempt was made to use an incorrect table."
"C0140020","-1072431072","3222536224","STATUS_ACPI_REG_HANDLER_FAILED","The registration of an ACPI event failed."
"C0140021","-1072431071","3222536225","STATUS_ACPI_POWER_REQUEST_FAILED","An ACPI power object failed to transition state."
"C0150001","-1072365567","3222601729","STATUS_SXS_SECTION_NOT_FOUND","The requested section is not present in the activation context."
"C0150002","-1072365566","3222601730","STATUS_SXS_CANT_GEN_ACTCTX","Windows was unble to process the application binding information. Refer to the system event log for further information."
"C0150003","-1072365565","3222601731","STATUS_SXS_INVALID_ACTCTXDATA_FORMAT","The application binding data format is invalid."
"C0150004","-1072365564","3222601732","STATUS_SXS_ASSEMBLY_NOT_FOUND","The referenced assembly is not installed on the system."
"C0150005","-1072365563","3222601733","STATUS_SXS_MANIFEST_FORMAT_ERROR","The manifest file does not begin with the required tag and format information."
"C0150006","-1072365562","3222601734","STATUS_SXS_MANIFEST_PARSE_ERROR","The manifest file contains one or more syntax errors."
"C0150007","-1072365561","3222601735","STATUS_SXS_ACTIVATION_CONTEXT_DISABLED","The application attempted to activate a disabled activation context."
"C0150008","-1072365560","3222601736","STATUS_SXS_KEY_NOT_FOUND","The requested lookup key was not found in any active activation context."
"C0150009","-1072365559","3222601737","STATUS_SXS_VERSION_CONFLICT","A component version required by the application conflicts with another component version that is already active."
"C015000A","-1072365558","3222601738","STATUS_SXS_WRONG_SECTION_TYPE","The type requested activation context section does not match the query API used."
"C015000B","-1072365557","3222601739","STATUS_SXS_THREAD_QUERIES_DISABLED","Lack of system resources has required isolated activation to be disabled for the current thread of execution."
"C015000C","-1072365556","3222601740","STATUS_SXS_ASSEMBLY_MISSING","The referenced assembly could not be found."
"C015000E","-1072365554","3222601742","STATUS_SXS_PROCESS_DEFAULT_ALREADY_SET","An attempt to set the process default activation context failed because the process default activation context was already set."
"C015000F","-1072365553","3222601743","STATUS_SXS_EARLY_DEACTIVATION","The activation context being deactivated is not the most recently activated one."
"C0150010","-1072365552","3222601744","STATUS_SXS_INVALID_DEACTIVATION","The activation context being deactivated is not active for the current thread of execution."
"C0150011","-1072365551","3222601745","STATUS_SXS_MULTIPLE_DEACTIVATION","The activation context being deactivated has already been deactivated."
"C0150012","-1072365550","3222601746","STATUS_SXS_SYSTEM_DEFAULT_ACTIVATION_CONTEXT_EMPTY","The activation context of the system default assembly could not be generated."
"C0150013","-1072365549","3222601747","STATUS_SXS_PROCESS_TERMINATION_REQUESTED","A component used by the isolation facility has requested that the process be terminated."
"C0150014","-1072365548","3222601748","STATUS_SXS_CORRUPT_ACTIVATION_STACK","The activation context activation stack for the running thread of execution is corrupt."
"C0150015","-1072365547","3222601749","STATUS_SXS_CORRUPTION","The application isolation metadata for this process or thread has become corrupt."
"C0150016","-1072365546","3222601750","STATUS_SXS_INVALID_IDENTITY_ATTRIBUTE_VALUE","The value of an attribute in an identity is not within the legal range."
"C0150017","-1072365545","3222601751","STATUS_SXS_INVALID_IDENTITY_ATTRIBUTE_NAME","The name of an attribute in an identity is not within the legal range."
"C0150018","-1072365544","3222601752","STATUS_SXS_IDENTITY_DUPLICATE_ATTRIBUTE","An identity contains two definitions for the same attribute."
"C0150019","-1072365543","3222601753","STATUS_SXS_IDENTITY_PARSE_ERROR","The identity string is malformed. This might be due to a trailing comma, more than two unnamed attributes, a missing attribute name, or a missing attribute value."
"C015001A","-1072365542","3222601754","STATUS_SXS_COMPONENT_STORE_CORRUPT","The component store has become corrupted."
"C015001B","-1072365541","3222601755","STATUS_SXS_FILE_HASH_MISMATCH","A component's file does not match the verification information present in the component manifest."
"C015001C","-1072365540","3222601756","STATUS_SXS_MANIFEST_IDENTITY_SAME_BUT_CONTENTS_DIFFERENT","The identities of the manifests are identical, but their contents are different."
"C015001D","-1072365539","3222601757","STATUS_SXS_IDENTITIES_DIFFERENT","The component identities are different."
"C015001E","-1072365538","3222601758","STATUS_SXS_ASSEMBLY_IS_NOT_A_DEPLOYMENT","The assembly is not a deployment."
"C015001F","-1072365537","3222601759","STATUS_SXS_FILE_NOT_PART_OF_ASSEMBLY","The file is not a part of the assembly."
"C0150020","-1072365536","3222601760","STATUS_ADVANCED_INSTALLER_FAILED","An advanced installer failed during setup or servicing."
"C0150021","-1072365535","3222601761","STATUS_XML_ENCODING_MISMATCH","The character encoding in the XML declaration did not match the encoding used in the document."
"C0150022","-1072365534","3222601762","STATUS_SXS_MANIFEST_TOO_BIG","The size of the manifest exceeds the maximum allowed."
"C0150023","-1072365533","3222601763","STATUS_SXS_SETTING_NOT_REGISTERED","The setting is not registered."
"C0150024","-1072365532","3222601764","STATUS_SXS_TRANSACTION_CLOSURE_INCOMPLETE","One or more required transaction members are not present."
"C0150025","-1072365531","3222601765","STATUS_SMI_PRIMITIVE_INSTALLER_FAILED","The SMI primitive installer failed during setup or servicing."
"C0150026","-1072365530","3222601766","STATUS_GENERIC_COMMAND_FAILED","A generic command executable returned a result that indicates failure."
"C0150027","-1072365529","3222601767","STATUS_SXS_FILE_HASH_MISSING","A component is missing file verification information in its manifest."
"C0190001","-1072103423","3222863873","STATUS_TRANSACTIONAL_CONFLICT","The function attempted to use a name that is reserved for use by another transaction."
"C0190002","-1072103422","3222863874","STATUS_INVALID_TRANSACTION","The transaction handle associated with this operation is invalid."
"C0190003","-1072103421","3222863875","STATUS_TRANSACTION_NOT_ACTIVE","The requested operation was made in the context of a transaction that is no longer active."
"C0190004","-1072103420","3222863876","STATUS_TM_INITIALIZATION_FAILED","The transaction manager was unable to be successfully initialized. Transacted operations are not supported."
"C0190005","-1072103419","3222863877","STATUS_RM_NOT_ACTIVE","Transaction support within the specified file system resource manager was not started or was shut down due to an error."
"C0190006","-1072103418","3222863878","STATUS_RM_METADATA_CORRUPT","The metadata of the resource manager has been corrupted. The resource manager will not function."
"C0190007","-1072103417","3222863879","STATUS_TRANSACTION_NOT_JOINED","The resource manager attempted to prepare a transaction that it has not successfully joined."
"C0190008","-1072103416","3222863880","STATUS_DIRECTORY_NOT_RM","The specified directory does not contain a file system resource manager."
"C019000A","-1072103414","3222863882","STATUS_TRANSACTIONS_UNSUPPORTED_REMOTE","The remote server or share does not support transacted file operations."
"C019000B","-1072103413","3222863883","STATUS_LOG_RESIZE_INVALID_SIZE","The requested log size for the file system resource manager is invalid."
"C019000C","-1072103412","3222863884","STATUS_REMOTE_FILE_VERSION_MISMATCH","The remote server sent mismatching version number or Fid for a file opened with transactions."
"C019000F","-1072103409","3222863887","STATUS_CRM_PROTOCOL_ALREADY_EXISTS","The resource manager tried to register a protocol that already exists."
"C0190010","-1072103408","3222863888","STATUS_TRANSACTION_PROPAGATION_FAILED","The attempt to propagate the transaction failed."
"C0190011","-1072103407","3222863889","STATUS_CRM_PROTOCOL_NOT_FOUND","The requested propagation protocol was not registered as a CRM."
"C0190012","-1072103406","3222863890","STATUS_TRANSACTION_SUPERIOR_EXISTS","The transaction object already has a superior enlistment, and the caller attempted an operation that would have created a new superior. Only a single superior enlistment is allowed."
"C0190013","-1072103405","3222863891","STATUS_TRANSACTION_REQUEST_NOT_VALID","The requested operation is not valid on the transaction object in its current state."
"C0190014","-1072103404","3222863892","STATUS_TRANSACTION_NOT_REQUESTED","The caller has called a response API, but the response is not expected because the transaction manager did not issue the corresponding request to the caller."
"C0190015","-1072103403","3222863893","STATUS_TRANSACTION_ALREADY_ABORTED","It is too late to perform the requested operation, because the transaction has already been aborted."
"C0190016","-1072103402","3222863894","STATUS_TRANSACTION_ALREADY_COMMITTED","It is too late to perform the requested operation, because the transaction has already been committed."
"C0190017","-1072103401","3222863895","STATUS_TRANSACTION_INVALID_MARSHALL_BUFFER","The buffer passed in to NtPushTransaction or NtPullTransaction is not in a valid format."
"C0190018","-1072103400","3222863896","STATUS_CURRENT_TRANSACTION_NOT_VALID","The current transaction context associated with the thread is not a valid handle to a transaction object."
"C0190019","-1072103399","3222863897","STATUS_LOG_GROWTH_FAILED","An attempt to create space in the transactional resource manager's log failed. The failure status has been recorded in the event log."
"C0190021","-1072103391","3222863905","STATUS_OBJECT_NO_LONGER_EXISTS","The object (file, stream, or link) that corresponds to the handle has been deleted by a transaction savepoint rollback."
"C0190022","-1072103390","3222863906","STATUS_STREAM_MINIVERSION_NOT_FOUND","The specified file miniversion was not found for this transacted file open."
"C0190023","-1072103389","3222863907","STATUS_STREAM_MINIVERSION_NOT_VALID","The specified file miniversion was found but has been invalidated. The most likely cause is a transaction savepoint rollback."
"C0190024","-1072103388","3222863908","STATUS_MINIVERSION_INACCESSIBLE_FROM_SPECIFIED_TRANSACTION","A miniversion can be opened only in the context of the transaction that created it."
"C0190025","-1072103387","3222863909","STATUS_CANT_OPEN_MINIVERSION_WITH_MODIFY_INTENT","It is not possible to open a miniversion with modify access."
"C0190026","-1072103386","3222863910","STATUS_CANT_CREATE_MORE_STREAM_MINIVERSIONS","It is not possible to create any more miniversions for this stream."
"C0190028","-1072103384","3222863912","STATUS_HANDLE_NO_LONGER_VALID","The handle has been invalidated by a transaction. The most likely cause is the presence of memory mapping on a file or an open handle when the transaction ended or rolled back to savepoint."
"C0190030","-1072103376","3222863920","STATUS_LOG_CORRUPTION_DETECTED","The log data is corrupt."
"C0190032","-1072103374","3222863922","STATUS_RM_DISCONNECTED","The transaction outcome is unavailable because the resource manager responsible for it is disconnected."
"C0190033","-1072103373","3222863923","STATUS_ENLISTMENT_NOT_SUPERIOR","The request was rejected because the enlistment in question is not a superior enlistment."
"C0190036","-1072103370","3222863926","STATUS_FILE_IDENTITY_NOT_PERSISTENT","The file cannot be opened in a transaction because its identity depends on the outcome of an unresolved transaction."
"C0190037","-1072103369","3222863927","STATUS_CANT_BREAK_TRANSACTIONAL_DEPENDENCY","The operation cannot be performed because another transaction is depending on this property not changing."
"C0190038","-1072103368","3222863928","STATUS_CANT_CROSS_RM_BOUNDARY","The operation would involve a single file with two transactional resource managers and is, therefore, not allowed."
"C0190039","-1072103367","3222863929","STATUS_TXF_DIR_NOT_EMPTY","The $Txf directory must be empty for this operation to succeed."
"C019003A","-1072103366","3222863930","STATUS_INDOUBT_TRANSACTIONS_EXIST","The operation would leave a transactional resource manager in an inconsistent state and is therefore not allowed."
